"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8339","setLoginPage","Default Suite","2026-07-13","passed","2026-07-13","Pages.TestLoginPage","Automation_Session_One","Pages.TestLoginPage","setLoginPage"
